username,in_followers,in_following,profile_url
risd_ceramics,False,True,https://www.instagram.com/_u/risd_ceramics
rkaymay,True,False,https://www.instagram.com/rkaymay
robert.twomey,True,False,https://www.instagram.com/robert.twomey
robertolugowithoutwax,False,True,https://www.instagram.com/_u/robertolugowithoutwax
roelofknol,False,True,https://www.instagram.com/_u/roelofknol
rrael,False,True,https://www.instagram.com/_u/rrael
rsoden,False,True,https://www.instagram.com/_u/rsoden
russ_fogle,True,True,https://www.instagram.com/russ_fogle
sabina_ahn,False,True,https://www.instagram.com/_u/sabina_ahn
sacha.d.c,True,False,https://www.instagram.com/sacha.d.c
sahar.sajadieh,False,True,https://www.instagram.com/_u/sahar.sajadieh
salamatceramics,False,True,https://www.instagram.com/_u/salamatceramics
salesforce_towertop_art,False,True,https://www.instagram.com/_u/salesforce_towertop_art
sanctuaryceramics,False,True,https://www.instagram.com/_u/sanctuaryceramics
sandycurth,False,True,https://www.instagram.com/_u/sandycurth
sang_leigh,True,False,https://www.instagram.com/sang_leigh
sarah_wise_art,True,False,https://www.instagram.com/sarah_wise_art
saralunart,False,True,https://www.instagram.com/_u/saralunart
sbcast,False,True,https://www.instagram.com/_u/sbcast
sbcoac,False,True,https://www.instagram.com/_u/sbcoac
scientiffic,False,True,https://www.instagram.com/_u/scientiffic
scottmuellerwoodworks,False,True,https://www.instagram.com/_u/scottmuellerwoodworks
sdsuceramics,False,True,https://www.instagram.com/_u/sdsuceramics
sego153,True,False,https://www.instagram.com/sego153
selkirkcollegedfab,False,True,https://www.instagram.com/_u/selkirkcollegedfab
serenaguoge,True,False,https://www.instagram.com/serenaguoge
sfpc.study,False,True,https://www.instagram.com/_u/sfpc.study
sfucompsci,False,True,https://www.instagram.com/_u/sfucompsci
shaorou.teng,True,False,https://www.instagram.com/shaorou.teng
sharanism,False,True,https://www.instagram.com/_u/sharanism
sharkbox,False,True,https://www.instagram.com/_u/sharkbox
shashank_s_shyam,True,False,https://www.instagram.com/shashank_s_shyam
shelbyedoyle,False,True,https://www.instagram.com/_u/shelbyedoyle
shweta_balakrishnan,True,False,https://www.instagram.com/shweta_balakrishnan
sika_ag,False,True,https://www.instagram.com/_u/sika_ag
sikausa,False,True,https://www.instagram.com/_u/sikausa
silvies_attic,True,False,https://www.instagram.com/silvies_attic
skuttkilns,False,True,https://www.instagram.com/_u/skuttkilns
slimeslam,False,True,https://www.instagram.com/_u/slimeslam
sliprabbitstudio,False,True,https://www.instagram.com/_u/sliprabbitstudio
sniper_ceramica,False,True,https://www.instagram.com/_u/sniper_ceramica
socialsoftware_,False,True,https://www.instagram.com/_u/socialsoftware_
sofialondono,False,True,https://www.instagram.com/_u/sofialondono
softcircuitdiva,True,False,https://www.instagram.com/softcircuitdiva
softlab,False,True,https://www.instagram.com/_u/softlab
sojamo,False,True,https://www.instagram.com/_u/sojamo
solenkiratli,False,True,https://www.instagram.com/_u/solenkiratli
soniahashim,False,True,https://www.instagram.com/_u/soniahashim
sophiabrueckner,False,True,https://www.instagram.com/_u/sophiabrueckner
sougwen,False,True,https://www.instagram.com/_u/sougwen
soulaf_aburas,True,False,https://www.instagram.com/soulaf_aburas
ssbeltran,False,True,https://www.instagram.com/_u/ssbeltran
stacy_jo_scott,False,True,https://www.instagram.com/_u/stacy_jo_scott
stefaniadruga,True,True,https://www.instagram.com/stefaniadruga
stejaraiulia,False,True,https://www.instagram.com/_u/stejaraiulia
stijnvanaardenne,False,True,https://www.instagram.com/_u/stijnvanaardenne
storycrow,False,True,https://www.instagram.com/_u/storycrow
strollgarden,True,True,https://www.instagram.com/strollgarden
studio.rap,False,True,https://www.instagram.com/_u/studio.rap
studio.sandyrodriguez,False,True,https://www.instagram.com/_u/studio.sandyrodriguez
studio_biskt,False,True,https://www.instagram.com/_u/studio_biskt
studio_joana_schmitz,False,True,https://www.instagram.com/_u/studio_joana_schmitz
studioforcreativeinquiry,False,True,https://www.instagram.com/_u/studioforcreativeinquiry
studiotilt.design,False,True,https://www.instagram.com/_u/studiotilt.design
sust_ainable,False,True,https://www.instagram.com/_u/sust_ainable
swcontemporary,False,True,https://www.instagram.com/_u/swcontemporary
syedrezaali,False,True,https://www.instagram.com/_u/syedrezaali
systemics.mx,False,True,https://www.instagram.com/_u/systemics.mx
takuwoodcraft,False,True,https://www.instagram.com/_u/takuwoodcraft
taller_espejonegro,False,True,https://www.instagram.com/_u/taller_espejonegro
taneesha_panda,True,False,https://www.instagram.com/taneesha_panda
tangiblemediagroup,False,True,https://www.instagram.com/_u/tangiblemediagroup
taniikeda,False,True,https://www.instagram.com/_u/taniikeda
tatreezandtea,True,True,https://www.instagram.com/tatreezandtea
tchoi8,False,True,https://www.instagram.com/_u/tchoi8
tecleimert,False,True,https://www.instagram.com/_u/tecleimert
templetonfoundation,False,True,https://www.instagram.com/_u/templetonfoundation
tess.oldfield,True,False,https://www.instagram.com/tess.oldfield
the.coding.train,False,True,https://www.instagram.com/_u/the.coding.train
thegilmoregirl,False,True,https://www.instagram.com/_u/thegilmoregirl
thekaterusek,False,True,https://www.instagram.com/_u/thekaterusek
thelapotteryshow,False,True,https://www.instagram.com/_u/thelapotteryshow
theliving.studio,False,True,https://www.instagram.com/_u/theliving.studio
thenativepotter,False,True,https://www.instagram.com/_u/thenativepotter
theojaistudioartists,False,True,https://www.instagram.com/_u/theojaistudioartists
thepoetryofpottery,False,True,https://www.instagram.com/_u/thepoetryofpottery
thewholesomeconscious,False,True,https://www.instagram.com/_u/thewholesomeconscious
tinyarmour,True,False,https://www.instagram.com/tinyarmour
tom__chung,False,True,https://www.instagram.com/_u/tom__chung
tony_a_candelaria,True,False,https://www.instagram.com/tony_a_candelaria
triplett.kyle,False,True,https://www.instagram.com/_u/triplett.kyle
tsing_liu,True,False,https://www.instagram.com/tsing_liu
turn.studio,False,True,https://www.instagram.com/_u/turn.studio
twigandbot,False,True,https://www.instagram.com/_u/twigandbot
twworkshop,False,True,https://www.instagram.com/_u/twworkshop
tyler.valgora,True,False,https://www.instagram.com/tyler.valgora
ucla_dma,False,True,https://www.instagram.com/_u/ucla_dma
uclaarts,False,True,https://www.instagram.com/_u/uclaarts
uclaaud,False,True,https://www.instagram.com/_u/uclaaud
ucsantabarbara,False,True,https://www.instagram.com/_u/ucsantabarbara
ucsb.crochetclub,False,True,https://www.instagram.com/_u/ucsb.crochetclub
ucsb.sacnas,False,True,https://www.instagram.com/_u/ucsb.sacnas
ucsb_oiss,False,True,https://www.instagram.com/_u/ucsb_oiss
ucsb_theaterdance,False,True,https://www.instagram.com/_u/ucsb_theaterdance
ucsb_wics,False,True,https://www.instagram.com/_u/ucsb_wics
ucsbbioe,False,True,https://www.instagram.com/_u/ucsbbioe
ucsbcomputerscience,False,True,https://www.instagram.com/_u/ucsbcomputerscience
ucsbcsep,False,True,https://www.instagram.com/_u/ucsbcsep
ucsbengineering,False,True,https://www.instagram.com/_u/ucsbengineering
ucsbsustainability,False,True,https://www.instagram.com/_u/ucsbsustainability
ucsbtheaterdance,False,True,https://www.instagram.com/_u/ucsbtheaterdance
ucsbwoodshop,False,True,https://www.instagram.com/_u/ucsbwoodshop
uhcoad,False,True,https://www.instagram.com/_u/uhcoad
un_calculated,True,False,https://www.instagram.com/un_calculated
unibiubiu,False,True,https://www.instagram.com/_u/unibiubiu
unmartslab,True,True,https://www.instagram.com/unmartslab
unstabledesignlab,False,True,https://www.instagram.com/_u/unstabledesignlab
uofcalifornia,False,True,https://www.instagram.com/_u/uofcalifornia
vanessafarinha_art,True,False,https://www.instagram.com/vanessafarinha_art
vasfsf,True,True,https://www.instagram.com/vasfsf
velocity.parker,True,False,https://www.instagram.com/velocity.parker
venturacollegeceramics,False,True,https://www.instagram.com/_u/venturacollegeceramics
vernelleaanoel,False,True,https://www.instagram.com/_u/vernelleaanoel
vertex.shader,True,False,https://www.instagram.com/vertex.shader
vertico_3d,False,True,https://www.instagram.com/_u/vertico_3d
vflsva,False,True,https://www.instagram.com/_u/vflsva
vibekevestby,False,True,https://www.instagram.com/_u/vibekevestby
vincentedwardsdesign,False,True,https://www.instagram.com/_u/vincentedwardsdesign
viscousvoid,False,True,https://www.instagram.com/_u/viscousvoid
visionari.media,False,True,https://www.instagram.com/_u/visionari.media
visionaricontent,True,False,https://www.instagram.com/visionaricontent
vitalregard,True,False,https://www.instagram.com/vitalregard
vrncmartell,True,False,https://www.instagram.com/vrncmartell
vszabo,True,False,https://www.instagram.com/vszabo
w.e.i.d.i,False,True,https://www.instagram.com/_u/w.e.i.d.i
walkernrussell,True,False,https://www.instagram.com/walkernrussell
wetlaboratory,True,True,https://www.instagram.com/wetlaboratory
wild.futures_lab,False,True,https://www.instagram.com/_u/wild.futures_lab
wimucsb,False,True,https://www.instagram.com/_u/wimucsb
wise_ucsb,False,True,https://www.instagram.com/_u/wise_ucsb
woopics,False,True,https://www.instagram.com/_u/woopics
woven_studio_,False,True,https://www.instagram.com/_u/woven_studio_
wovns,True,True,https://www.instagram.com/wovns
xaialab,False,True,https://www.instagram.com/_u/xaialab
xinditong,False,True,https://www.instagram.com/_u/xinditong
xinemata,False,True,https://www.instagram.com/_u/xinemata
yaelbraha.ceramics,False,True,https://www.instagram.com/_u/yaelbraha.ceramics
yasuakikakehi,True,True,https://www.instagram.com/yasuakikakehi
yerlisubmarine,False,True,https://www.instagram.com/_u/yerlisubmarine
yimeng.liu.0216,False,True,https://www.instagram.com/_u/yimeng.liu.0216
yinyudesign,False,True,https://www.instagram.com/_u/yinyudesign
yixuanli822,False,True,https://www.instagram.com/_u/yixuanli822
ynauuiug,True,False,https://www.instagram.com/ynauuiug
ynchnl,False,True,https://www.instagram.com/_u/ynchnl
yoavshterman,True,True,https://www.instagram.com/yoavshterman
yolik.naal,False,True,https://www.instagram.com/_u/yolik.naal
yujnkm,False,True,https://www.instagram.com/_u/yujnkm
yuyanngohh,True,False,https://www.instagram.com/yuyanngohh
yzy_hob,True,False,https://www.instagram.com/yzy_hob
zach.lieberman,False,True,https://www.instagram.com/_u/zach.lieberman
zeroflot,True,False,https://www.instagram.com/zeroflot
zhenyaooo,True,False,https://www.instagram.com/zhenyaooo
zibes,False,True,https://www.instagram.com/_u/zibes
